lead_time,stays_in_weekend_nights,stays_in_week_nights,Average Daily Rate,total_of_special_requests,is_canceled
113,2,2,88.4,2,1
69,0,2,105.3,0,1
8,1,1,189.0,1,1
85,2,3,157.25,0,1
27,2,1,171.0,0,1
165,0,3,112.8,1,1
126,0,3,118.8,0,1
9,0,2,93.0,0,1
203,1,2,126.0,2,1
30,2,3,74.8,0,1
64,1,3,46.8,0,1
218,2,5,130.86,1,1
41,2,5,135.9,0,1
101,2,1,145.5,0,1
315,1,2,89.1,0,1
101,1,2,113.0,1,1
32,2,2,65.0,0,1
346,4,10,165.6,0,1
31,0,2,150.0,0,1
342,2,3,99.0,0,1
115,0,2,90.0,1,1
235,2,3,89.25,2,1
77,0,2,116.1,0,1
315,1,2,89.1,0,1
24,1,2,97.67,1,1
28,2,3,117.74,0,1
49,1,0,93.15,0,1
168,2,6,180.0,0,1
161,2,5,135.0,0,1
330,6,12,75.0,0,1
143,1,4,148.5,0,1
2,1,0,100.0,0,1
112,0,3,131.13,0,1
32,1,2,130.5,1,1
58,1,2,126.67,1,1
228,0,2,90.9,1,1
78,0,3,122.1,0,1
309,0,3,129.6,1,1
26,2,1,137.67,1,1
68,0,4,135.0,0,1
64,1,1,79.2,2,1
188,1,1,105.3,0,1
310,4,5,206.0,0,1
139,2,5,193.0,0,1
123,0,2,126.0,0,1
61,1,2,124.8,0,1
28,1,2,129.33,1,1
64,2,2,73.95,0,1
52,0,3,135.9,0,1
196,1,3,41.4,2,1
97,0,4,126.0,2,1
10,1,2,135.0,3,1
161,2,8,200.0,1,1
346,0,4,72.25,0,1
77,0,2,106.2,0,1
54,2,3,134.0,0,1
69,0,1,162.0,0,1
78,2,3,135.9,0,1
12,0,1,108.0,0,1
40,0,1,131.4,1,1
83,0,1,118.8,1,1
161,0,3,102.04,1,1
26,1,2,115.0,1,1
12,0,2,108.0,0,1
95,2,2,72.25,2,1
30,0,4,99.0,0,1
98,0,1,94.5,0,1
104,1,0,108.0,1,1
37,2,3,100.3,0,1
57,0,3,117.9,0,1
179,1,2,162.0,0,1
18,2,2,74.8,0,1
22,0,3,66.0,0,1
97,2,5,120.71,0,1
114,2,3,174.6,0,1
74,2,2,117.3,2,1
75,2,5,126.0,1,1
163,1,0,65.0,1,1
26,2,4,116.85,1,1
144,0,3,162.0,0,1
217,1,1,110.0,2,1
119,2,3,204.0,0,1
213,2,2,92.65,0,1
59,9,21,37.7,1,1
46,1,2,79.2,1,1
112,0,3,105.3,0,1
134,1,4,224.0,1,1
45,1,1,93.6,0,1
135,2,2,68.0,0,1
162,2,7,130.0,0,1
44,2,3,95.0,0,1
10,0,1,139.0,1,1
214,0,4,125.1,0,1
145,0,3,95.4,0,1
245,0,4,54.0,2,1
303,1,5,159.23,1,1
34,2,1,122.4,0,1
65,0,3,105.9,0,1
151,2,2,107.1,0,1
288,2,5,107.1,2,1
86,0,2,140.4,0,1
88,0,1,71.28,1,1
288,3,9,107.1,1,1
211,2,5,37.8,0,1
51,0,1,158.0,0,1
52,0,2,120.0,1,1
189,0,2,143.1,1,1
187,0,3,175.5,0,1
174,0,3,54.0,1,1
145,0,3,139.0,2,1
218,2,2,134.0,1,1
64,2,2,121.5,0,1
60,1,2,140.4,0,1
57,2,2,122.5,1,1
43,0,5,66.43,0,1
54,2,4,121.5,0,1
159,1,3,152.0,0,1
37,2,2,142.8,0,1
82,2,5,201.86,0,1
106,0,2,209.0,0,1
261,1,2,110.0,2,1
40,2,1,139.87,1,1
115,1,3,173.25,2,1
6,0,1,44.0,0,1
101,0,3,58.0,1,1
11,0,2,130.0,0,1
92,2,3,107.1,1,1
208,2,5,157.5,2,1
38,2,0,105.61,0,1
44,0,4,88.4,0,1
74,0,2,186.3,0,1
54,0,2,123.3,1,1
30,2,4,73.42,0,1
28,2,5,113.79,1,1
20,0,4,91.8,0,1
60,2,1,125.1,1,1
168,0,1,164.7,0,1
32,0,3,216.67,0,1
178,0,2,139.5,0,1
92,1,3,68.0,2,1
19,0,2,112.0,0,1
250,0,3,135.0,2,1
278,2,5,67.5,1,1
177,1,2,103.5,3,1
34,1,3,270.0,3,1
98,2,2,202.5,1,1
194,2,3,124.95,0,1
80,0,2,270.0,0,1
108,0,2,144.0,0,1
197,0,3,106.2,2,1
288,2,5,156.0,1,1
95,2,3,150.0,0,1
200,1,3,108.0,0,1
210,2,3,166.0,1,1
27,0,1,159.0,1,1
36,1,2,78.0,2,1
27,0,3,88.0,0,1
49,2,7,109.33,1,1
16,0,2,200.0,0,1
79,2,3,130.0,2,1
123,1,2,108.3,0,1
112,0,2,153.0,0,1
225,1,1,99.0,0,1
84,2,2,114.75,2,1
187,0,1,116.1,0,1
41,0,3,97.5,2,1
102,0,2,139.5,2,1
197,1,2,160.0,0,1
145,2,2,165.75,0,1
59,2,2,103.0,1,1
186,1,2,90.0,1,1
21,1,5,67.58,1,1
22,0,3,154.0,1,1
107,1,3,146.25,0,1
43,0,2,140.0,2,1
104,2,2,150.0,1,1
39,1,3,51.28,1,1
45,0,1,82.44,2,1
76,2,3,145.8,0,1
240,0,2,159.3,0,1
79,2,6,58.05,3,1
110,1,4,136.8,0,1
113,1,1,241.0,0,1
202,2,5,40.11,1,1
123,1,4,139.5,1,1
67,2,3,119.16,0,1
52,0,3,67.5,0,1
191,2,5,225.0,1,1
18,0,2,72.0,3,1
20,0,2,156.0,1,1
8,1,2,85.0,0,1
31,2,0,60.0,1,1
74,0,2,116.1,0,1
261,2,2,130.5,1,1
19,1,4,91.0,2,1
13,0,2,48.0,0,1
326,0,2,199.0,0,1
23,0,1,48.0,1,1
59,3,5,180.0,0,1
168,4,10,119.83,1,1
117,1,4,159.3,0,1
49,1,3,74.8,2,1
46,0,2,37.8,2,1
223,1,4,100.0,1,1
204,1,1,133.2,0,1
30,2,1,120.0,0,1
5,0,1,80.0,1,1
136,1,3,198.0,0,1
43,0,2,105.0,1,1
69,0,4,230.0,1,1
122,0,1,108.0,1,1
6,1,2,92.0,0,1
90,0,1,108.0,0,1
87,2,1,117.9,1,1
88,2,3,44.64,1,1
53,2,5,93.57,0,1
48,1,1,107.1,1,1
86,2,2,231.0,0,1
2,0,1,159.0,1,1
36,0,4,60.29,0,1
37,0,2,136.0,1,1
17,1,1,107.0,0,1
39,2,2,112.0,1,1
278,4,6,111.15,2,1
174,2,5,77.14,0,1
97,0,4,93.6,1,1
9,2,2,102.43,0,1
40,2,5,135.76,0,1
35,1,2,180.0,1,1
214,1,2,103.5,0,1
79,1,3,137.91,0,1
271,2,5,126.0,1,1
152,2,7,134.44,1,1
149,2,1,99.0,0,1
177,2,4,99.07,1,1
277,2,3,84.15,0,1
40,2,2,190.0,1,1
152,1,3,89.0,0,1
64,2,5,74.8,0,1
270,2,3,109.44,2,1
96,1,4,162.0,2,1
110,0,4,126.0,0,1
22,1,1,54.0,2,1
99,2,5,125.0,1,1
208,2,5,122.86,1,1
158,2,2,89.25,0,1
74,1,1,48.0,2,1
44,2,1,140.0,0,1
0,1,0,190.0,3,1
48,2,3,189.0,0,1
74,0,1,127.8,2,1
97,2,5,135.0,0,1
59,0,3,140.4,0,1
12,2,5,216.86,1,1
131,0,2,171.0,0,1
14,0,1,112.0,1,1
219,0,4,206.1,0,1
12,1,1,123.0,0,1
85,1,3,64.8,0,1
110,2,1,36.45,0,1
25,1,1,187.0,0,1
7,1,3,200.0,1,1
51,0,4,135.0,1,1
178,2,2,70.75,0,1
184,2,3,126.4,0,1
117,0,1,76.5,0,1
81,0,3,149.4,1,1
103,0,3,99.3,0,1
3,2,2,88.4,0,1
7,0,5,140.0,2,1
56,0,3,94.8,0,1
276,2,1,123.3,3,1
241,0,3,79.2,0,1
158,0,4,173.25,1,1
91,1,1,116.1,0,1
0,1,0,109.0,1,1
18,0,2,118.8,0,1
203,0,1,137.7,1,1
35,2,2,111.83,0,1
28,0,2,131.0,2,1
188,1,1,175.5,0,1
4,0,2,111.0,0,1
29,2,2,134.3,0,1
21,0,1,85.0,0,1
40,1,2,78.3,1,1
33,1,1,210.6,0,1
11,2,2,94.5,0,1
111,2,2,118.8,2,1
55,2,3,77.23,0,1
197,0,3,114.9,0,1
15,2,5,105.6,0,1
39,0,3,259.0,0,1
147,0,1,85.5,2,1
83,1,3,132.3,0,1
61,0,1,140.4,0,1
124,0,4,108.0,1,1
265,1,4,177.7,2,1
336,4,10,178.46,1,1
69,0,2,105.3,0,1
78,2,5,59.66,1,1
39,0,3,126.67,1,1
298,0,5,167.18,2,1
236,2,4,129.33,0,1
125,1,4,136.2,0,1
72,2,1,305.0,1,1
47,2,3,289.8,1,1
29,7,19,68.34,0,1
248,4,10,207.0,0,1
12,0,1,98.0,1,1
184,1,2,99.0,0,1
258,2,3,52.6,1,1
129,2,4,114.3,0,1
15,0,1,48.0,1,1
105,1,4,130.4,0,1
58,2,0,79.2,0,1
63,0,3,125.55,0,1
6,0,1,95.0,0,1
52,6,13,136.0,2,1
83,1,5,187.33,1,1
125,0,3,114.39,0,1
43,4,10,170.61,0,1
226,0,4,139.0,1,1
17,1,1,282.0,0,1
31,2,1,125.1,0,1
52,0,3,106.2,0,1
226,2,5,135.6,3,1
175,0,3,60.0,0,1
22,2,2,166.0,0,1
116,1,3,120.0,0,1
22,0,1,122.0,3,1
78,0,1,62.18,2,1
33,0,2,129.5,1,1
273,1,2,106.2,0,1
128,2,4,192.0,0,1
34,0,2,173.0,0,1
188,4,11,74.28,0,1
140,1,4,155.0,1,1
18,1,2,153.67,0,1
238,1,5,153.75,1,1
122,2,5,77.44,1,1
52,2,1,93.6,2,1
73,2,3,107.1,0,1
122,2,2,186.0,1,1
42,1,1,37.8,2,1
28,1,3,219.0,0,1
82,0,3,76.5,0,1
101,1,3,125.0,1,1
40,0,1,76.92,0,1
0,0,1,208.0,0,1
183,2,0,139.5,0,1
205,0,4,85.5,2,1
290,1,3,86.7,0,1
21,0,1,85.0,0,1
134,1,3,137.7,2,1
180,0,2,85.5,0,1
79,0,4,85.5,1,1
37,1,4,37.8,1,1
95,0,2,106.2,1,1
17,0,2,177.0,0,1
79,2,3,37.8,1,1
15,0,4,91.8,0,1
22,2,2,190.58,0,1
139,2,1,117.0,0,1
85,0,1,87.0,0,1
129,1,5,132.88,0,1
98,0,1,126.9,0,1
161,1,2,92.4,0,1
18,1,1,74.0,0,1
129,1,5,132.3,0,1
9,1,3,140.0,1,1
235,2,5,108.0,1,1
131,0,4,126.36,0,1
19,0,1,124.0,2,1
216,2,5,172.23,0,1
84,0,3,78.3,0,1
143,2,3,139.0,1,1
271,1,1,64.8,2,1
172,3,5,59.4,1,1
322,2,4,54.0,1,1
48,1,1,149.4,1,1
58,2,3,68.0,1,1
31,0,4,99.0,0,1
145,1,1,114.3,0,1
36,0,4,81.09,0,1
170,2,2,139.5,0,1
68,0,2,120.0,1,1
80,2,3,208.0,3,1
6,2,0,78.0,0,1
19,0,1,148.0,0,1
257,2,4,107.1,0,1
12,2,1,163.33,1,1
66,2,8,99.7,0,1
42,1,3,175.28,0,1
226,0,4,139.0,1,1
115,1,2,120.3,0,1
184,2,5,177.81,0,1
148,0,3,104.4,1,1
218,0,3,99.0,0,1
55,1,3,90.1,2,1
100,0,1,130.5,2,1
272,1,2,144.0,0,1
21,0,4,134.3,0,1
271,2,5,144.63,1,1
29,0,3,126.0,3,1
222,2,1,99.0,0,1
52,2,3,78.15,0,1
252,2,5,80.86,1,1
40,0,2,100.0,1,1
6,0,1,86.4,0,1
222,2,1,145.8,1,1
260,2,2,107.1,0,1
92,2,3,116.0,0,1
10,0,1,108.0,0,1
142,0,3,78.0,0,1
290,1,3,73.95,0,1
48,2,3,251.0,0,1
46,1,0,92.0,0,1
93,1,2,117.9,2,1
34,2,1,170.4,1,1
62,1,1,126.0,2,1
112,2,5,65.7,1,1
177,1,2,130.5,0,1
61,1,4,111.6,1,1
18,0,5,99.28,0,1
278,2,5,73.95,0,1
196,0,3,164.0,0,1
130,1,1,105.3,0,1
86,1,0,93.6,0,1
358,2,5,290.0,1,1
139,0,1,85.5,0,1
18,2,2,91.8,0,1
73,1,1,140.4,1,1
41,0,4,150.3,0,1
119,0,1,85.5,0,1
13,0,2,65.0,1,1
269,1,1,105.3,0,1
100,2,4,138.0,2,1
260,0,3,113.4,0,1
92,2,3,134.1,1,1
110,1,4,100.8,0,1
35,1,0,99.0,0,1
31,1,0,94.5,0,1
32,1,3,89.0,0,1
327,0,2,99.0,0,1
128,2,2,139.5,0,1
38,2,3,149.68,0,1
117,2,1,109.8,1,1
178,0,3,117.0,0,1
128,2,1,123.3,1,1
65,3,7,214.83,0,1
73,0,2,42.0,3,1
29,0,2,88.0,1,1
125,2,2,76.5,1,1
6,0,3,166.0,0,1
208,0,4,75.44,0,1
107,2,2,55.63,0,1
35,0,2,84.24,0,1
25,2,0,152.0,0,1
214,2,2,206.0,1,1
308,2,5,103.5,1,1
18,1,2,136.0,0,1
63,0,3,159.3,0,1
169,0,5,81.0,0,1
252,2,3,163.63,1,1
142,2,3,166.5,1,1
49,1,1,48.0,2,1
202,2,3,99.0,0,1
62,2,2,96.23,0,1
175,1,2,79.2,1,1
30,0,1,88.0,1,1
14,1,1,0.0,1,1
59,2,2,82.45,0,1
38,2,1,38.4,0,1
98,0,2,90.0,0,1
206,4,10,90.95,0,1
15,2,0,107.0,0,1
45,2,1,124.6,1,1
0,0,1,144.0,1,1
139,0,4,159.0,0,1
150,1,3,168.75,0,1
95,1,2,159.3,2,1
50,1,2,205.0,0,1
37,0,1,140.4,0,1
226,0,3,107.1,3,1
59,2,3,120.96,1,1
153,2,0,116.1,0,1
57,1,3,117.0,0,1
77,0,3,127.38,3,1
32,2,3,75.8,1,1
167,0,3,99.0,1,1
26,0,1,160.0,1,1
340,1,5,99.9,0,1
34,2,2,95.2,0,1
199,2,5,119.44,0,1
148,1,3,42.0,1,1
32,2,2,190.0,1,1
146,2,4,119.0,1,1
83,1,2,171.0,0,1
142,0,4,125.0,0,1
32,2,3,113.6,2,1
202,2,2,135.9,0,1
16,1,0,111.0,0,1
18,0,1,48.0,0,1
118,1,3,108.0,0,1
17,0,4,92.53,0,1
130,1,2,24.87,0,1
133,2,1,118.8,0,1
68,1,2,198.9,0,1
49,2,5,119.85,0,1
28,1,3,205.0,0,1
55,0,4,146.5,2,1
46,2,1,180.0,0,1
170,1,3,180.0,0,1
224,2,5,65.04,2,1
62,0,3,93.6,2,1
204,0,1,103.05,0,1
135,2,1,132.3,0,1
80,0,1,125.1,1,1
105,0,4,68.4,0,1
95,0,3,199.0,1,1
22,0,3,94.33,2,1
72,0,1,105.3,0,1
17,1,2,120.0,2,1
171,1,5,92.33,2,1
237,2,5,148.26,0,1
36,0,2,129.0,1,1
102,1,4,138.6,2,1
142,2,3,144.5,1,1
56,0,3,152.67,1,1
104,0,4,150.3,0,1
50,1,1,150.0,1,1
275,1,5,85.5,0,1
14,0,1,184.0,2,1
253,2,1,65.83,0,1
80,3,6,194.0,1,1
18,1,3,130.9,0,1
264,1,2,142.2,0,1
30,2,1,87.0,2,1
173,1,5,148.5,2,1
175,0,3,117.9,0,1
19,2,5,150.43,2,1
22,1,1,170.0,0,1
116,4,10,86.21,0,1
332,1,1,141.3,0,1
39,0,1,71.1,0,1
239,1,3,107.1,1,1
40,2,5,77.23,0,1
153,1,2,99.0,0,1
64,0,1,149.4,0,1
49,0,2,230.0,0,1
123,1,3,105.3,0,1
6,1,1,146.0,2,1
35,1,4,105.4,0,1
165,1,5,140.0,2,1
38,0,1,117.9,0,1
155,2,5,99.0,1,1
106,0,2,180.0,2,1
90,2,5,90.95,0,1
56,1,4,127.6,0,1
76,0,1,131.4,0,1
20,2,1,60.0,2,1
40,2,2,120.0,1,1
24,1,1,171.0,2,1
129,1,2,172.5,1,1
81,1,1,170.0,1,1
100,0,3,93.6,1,1
88,0,4,98.18,0,1
41,0,4,83.3,0,1
88,2,1,87.3,0,1
14,0,2,85.0,0,1
27,2,5,145.71,0,1
80,0,1,104.49,0,1
183,2,1,193.33,0,1
125,0,3,75.24,0,1
26,0,1,230.0,0,1
33,1,2,135.9,1,1
85,1,2,135.0,0,1
12,0,1,90.0,2,1
7,2,3,156.0,0,1
130,2,4,180.38,1,1
63,0,2,139.0,1,1
23,1,2,93.33,1,1
163,0,3,116.1,0,1
9,1,2,85.0,1,1
72,0,3,102.6,1,1
99,0,2,85.5,1,1
18,0,2,126.0,0,1
1,0,1,125.0,0,1
110,1,4,190.8,0,1
25,0,2,118.0,0,1
147,2,2,108.0,1,1
19,0,2,174.5,0,1
136,0,3,93.6,1,1
82,2,1,126.0,1,1
167,4,10,119.85,0,1
53,0,3,106.2,0,1
171,1,5,134.0,1,1
186,0,1,37.8,2,1
72,2,2,260.0,2,1
112,0,3,105.0,2,1
178,1,1,120.58,0,1
161,0,3,102.04,1,1
149,2,7,248.89,0,1
161,0,2,163.8,2,1
3,0,2,176.0,0,1
121,0,1,50.4,2,1
175,0,4,112.63,0,1
123,1,3,105.3,0,1
4,0,2,124.0,0,1
98,1,3,91.4,0,1
115,2,6,73.0,1,1
45,1,1,106.2,2,1
23,2,2,92.8,0,1
22,1,1,119.0,0,1
28,0,1,110.0,0,1
245,2,4,222.0,2,1
296,2,7,141.1,2,1
162,2,5,164.7,2,1
306,2,5,120.6,3,1
93,0,3,159.3,0,1
27,0,2,124.0,2,1
298,3,7,107.1,0,1
15,0,2,69.0,0,1
283,1,2,125.1,0,1
53,1,0,108.0,0,1
52,2,5,247.57,0,1
32,2,3,113.0,0,1
43,0,2,88.0,0,1
126,2,5,51.22,0,1
33,1,1,121.5,0,1
118,2,5,33.26,0,1
50,2,1,114.09,0,1
143,1,2,137.7,1,1
79,2,4,82.0,1,1
105,1,1,135.0,0,1
38,2,3,207.9,1,1
163,2,3,98.1,1,1
123,2,6,126.86,0,1
38,2,4,73.1,0,1
85,0,2,80.1,0,1
18,0,4,112.8,0,1
188,2,5,171.71,0,1
130,2,5,138.71,0,1
11,2,6,139.0,0,1
67,1,4,153.0,0,1
237,0,1,92.0,0,1
105,0,1,126.0,0,1
60,1,2,111.6,0,1
74,4,5,145.56,1,1
68,2,2,108.38,1,1
203,2,5,96.17,1,1
89,2,6,115.0,2,1
125,2,5,37.8,0,1
28,1,1,147.5,0,1
20,1,2,124.0,2,1
47,0,3,70.33,1,1
230,1,3,111.83,2,1
146,0,1,162.0,0,1
73,0,4,210.0,1,1
296,2,5,77.35,1,1
19,1,1,174.0,1,1
196,2,1,99.0,1,1
25,0,3,68.0,0,1
15,0,2,91.0,1,1
270,0,2,154.8,1,1
36,1,2,48.0,1,1
79,0,3,171.0,0,1
55,0,3,69.5,0,1
155,2,3,99.64,2,1
204,1,1,76.5,2,1
31,5,10,66.29,1,1
77,1,0,105.3,1,1
6,0,2,159.0,1,1
33,2,5,162.71,0,1
48,2,5,74.8,1,1
98,2,1,178.2,0,1
34,0,1,112.5,0,1
255,3,7,67.5,0,1
43,0,3,104.4,1,1
185,1,2,79.2,0,1
53,0,4,52.0,0,1
9,0,1,75.0,0,1
54,2,1,36.45,2,1
162,0,1,96.3,0,1
72,2,5,45.0,2,1
117,2,1,96.0,0,1
28,1,0,42.0,1,1
69,0,2,54.4,1,1
33,2,3,135.9,0,1
12,0,1,65.5,2,1
47,1,0,274.0,0,1
93,2,1,106.2,1,1
106,2,7,202.77,0,1
270,0,2,154.8,1,1
77,2,2,127.8,0,1
302,2,5,183.0,1,1
73,2,5,237.0,1,1
117,1,4,71.2,1,1
159,2,6,248.0,1,1
49,0,1,71.1,1,1
318,1,1,74.25,2,1
15,0,2,79.0,0,1
72,0,1,78.15,0,1
209,1,3,138.6,2,1
56,1,2,39.0,2,1
34,3,8,118.96,1,1
272,2,4,82.8,1,1
78,0,3,150.0,1,1
63,2,3,65.66,0,1
237,2,5,66.34,2,1
64,1,3,153.0,0,1
15,0,1,173.0,3,1
43,2,2,98.6,1,1
75,2,2,71.0,2,1
273,1,2,94.5,0,1
5,0,1,75.0,0,1
134,2,1,124.2,0,1
38,2,1,125.62,0,1
18,0,1,135.0,0,1
170,2,5,114.75,2,1
104,0,3,108.0,0,1
62,1,1,136.0,1,1
65,0,5,70.0,0,1
42,2,2,113.6,0,1
51,1,3,108.0,0,1
159,1,2,130.5,0,1
32,1,3,90.0,0,1
7,0,1,129.0,0,1
25,1,3,130.0,0,1
68,2,1,121.5,0,1
158,2,2,117.0,1,1
120,0,3,115.5,0,1
12,0,3,109.33,0,1
206,0,3,198.0,1,1
142,1,4,125.6,1,1
30,2,0,94.5,1,1
210,1,0,43.2,0,1
154,2,2,118.8,0,1
64,2,2,73.95,0,1
25,0,4,250.0,0,1
18,1,2,79.0,0,1
133,0,4,123.25,1,1
281,0,3,130.0,1,1
160,0,3,71.28,0,1
141,1,2,117.0,0,1
71,0,2,87.3,0,1
150,0,1,76.5,2,1
71,2,2,32.22,1,1
85,2,2,148.5,0,1
75,2,2,74.8,1,1
66,1,2,230.0,2,1
72,2,2,119.85,1,1
209,8,18,127.99,1,1
130,0,2,159.3,0,1
58,1,4,110.15,1,1
34,0,2,271.0,0,1
65,8,21,171.3,0,1
105,1,1,135.0,0,1
79,2,3,240.0,0,1
26,1,1,115.0,1,1
53,2,5,131.14,0,1
7,0,1,143.0,3,1
37,1,1,88.0,0,1
147,2,1,140.0,1,1
128,0,3,103.5,0,1
81,0,1,90.9,0,1
245,0,2,37.8,0,1
65,1,3,100.3,2,1
38,1,0,135.9,0,1
21,1,0,88.0,1,1
143,2,3,135.0,1,1
95,2,0,84.6,2,1
44,2,4,151.95,1,1
119,2,2,88.0,2,1
171,2,2,99.45,0,1
22,1,1,69.35,1,1
123,0,3,89.92,0,1
111,1,3,146.7,1,1
168,2,5,47.54,0,1
4,0,1,121.0,0,1
130,2,5,140.0,1,1
198,2,5,68.0,0,1
8,0,1,70.0,0,1
60,2,1,95.1,0,1
20,0,2,77.6,0,1
10,2,2,139.0,2,1
172,2,6,30.0,1,1
36,0,3,153.33,0,1
84,0,3,120.0,1,1
281,1,5,79.62,2,1
36,2,0,94.35,0,1
18,2,2,96.9,0,1
241,2,6,66.0,1,1
211,3,6,152.5,2,1
88,0,3,117.0,0,1
180,2,5,81.0,0,1
168,1,4,99.45,0,1
136,2,5,94.86,1,1
28,2,7,74.7,0,1
167,2,5,152.86,0,1
107,3,6,125.0,2,1
19,0,2,111.0,0,1
151,1,3,148.5,0,1
25,0,1,266.96,1,1
312,1,3,54.0,1,1
19,2,0,100.0,1,1
60,2,5,248.0,1,1
82,1,1,39.0,0,1
21,0,1,85.0,0,1
21,0,2,141.0,0,1
160,2,2,103.22,1,1
54,0,2,77.76,2,1
21,1,0,91.0,0,1
33,2,8,73.4,0,1
13,0,3,137.67,1,1
238,1,3,54.09,0,1
80,1,3,110.25,1,1
19,2,1,129.0,1,1
333,1,2,115.5,2,1
120,0,3,120.6,1,1
1,0,1,89.0,0,1
75,2,1,118.0,0,1
167,2,5,174.21,0,1
131,1,3,179.1,0,1
172,2,5,117.9,0,1
31,2,2,95.4,1,1
41,1,2,67.5,1,1
92,0,3,39.9,1,1
98,1,1,72.5,2,1
150,2,8,110.0,1,1
22,1,3,231.0,0,1
270,2,1,138.6,1,1
98,0,3,171.0,0,1
61,2,4,121.5,0,1
242,3,10,156.6,0,1
123,2,2,62.5,0,1
203,2,5,42.69,0,1
167,1,5,189.0,0,1
202,2,2,77.86,1,1
23,1,0,93.94,0,1
58,0,3,94.8,0,1
328,2,5,172.0,2,1
18,2,0,58.0,0,1
76,0,3,76.5,2,1
85,1,3,143.23,0,1
105,2,2,119.85,0,1
92,2,5,25.64,1,1
80,1,2,168.3,0,1
195,2,5,220.0,0,1
42,2,2,80.76,1,1
79,1,2,76.67,0,1
123,2,2,113.55,0,1
78,2,1,79.2,0,1
43,1,5,39.0,0,1
272,0,3,117.0,1,1
192,0,3,115.2,1,1
177,1,2,220.5,2,1
252,1,5,72.0,0,1
211,0,3,134.0,0,1
15,0,2,150.0,1,1
61,1,1,121.5,0,1
133,2,2,118.15,0,1
26,1,1,286.0,0,1
249,2,3,119.85,0,1
14,2,4,115.0,1,1
81,1,2,162.0,0,1
17,2,3,60.0,0,1
11,2,1,67.5,0,1
130,0,3,164.0,0,1
253,2,5,89.1,2,1
72,0,3,210.0,0,1
115,0,2,114.3,0,1
82,2,5,55.14,2,1
131,0,4,105.3,0,1
314,0,5,107.1,1,1
86,0,3,122.0,0,1
159,0,3,117.0,1,1
218,0,3,99.0,0,1
142,0,1,68.0,0,1
148,2,5,179.0,0,1
183,1,4,107.1,0,1
26,1,2,90.0,0,1
9,0,1,89.0,0,1
332,0,1,135.9,1,1
138,2,2,76.5,2,1
36,0,1,102.6,0,1
179,0,3,88.76,0,1
8,1,1,177.5,0,1
83,1,0,154.0,0,1
225,0,4,107.1,0,1
9,3,5,108.8,2,1
51,0,2,200.0,1,1
5,0,3,186.67,0,1
163,0,5,84.15,0,1
200,3,7,90.95,1,1
181,2,4,121.5,0,1
130,0,3,125.0,2,1
228,0,2,107.1,0,1
153,0,3,166.5,0,1
72,0,1,67.5,0,1
46,0,1,58.0,2,1
18,0,1,139.0,1,1
283,0,3,134.1,1,1
49,1,0,112.0,1,1
57,0,3,97.2,0,1
205,0,1,84.6,1,1
9,2,0,68.0,0,1
73,2,5,89.25,3,1
17,0,1,124.0,0,1
103,0,2,199.0,0,1
7,3,5,76.29,0,1
225,1,3,72.0,2,1
232,7,19,55.8,2,1
45,0,3,86.4,2,1
13,1,5,232.5,1,1
151,3,6,97.75,0,1
200,2,5,101.7,1,1
23,0,1,179.0,0,1
98,0,2,80.1,0,1
119,0,3,148.8,1,1
5,2,5,146.0,0,1
85,0,3,99.3,0,1
32,0,2,164.0,2,1
226,2,5,145.0,0,1
187,0,2,166.5,0,1
332,1,1,125.1,0,1
81,2,0,93.6,0,1
21,1,1,91.0,0,1
297,0,4,109.8,2,1
101,1,2,78.3,0,1
111,1,5,97.75,1,1
120,0,3,112.5,1,1
139,3,5,191.0,0,1
289,0,3,110.7,0,1
11,0,0,0.0,1,1
125,2,2,87.13,0,1
85,1,3,168.3,0,1
22,1,3,91.2,1,1
27,0,3,118.0,0,1
9,0,4,95.2,1,1
176,2,2,139.5,0,1
144,0,4,108.0,2,1
225,2,5,41.58,2,1
264,1,2,95.4,1,1
216,0,1,96.3,1,1
68,2,5,37.8,1,1
19,0,3,140.0,2,1
29,1,3,74.8,0,1
214,0,3,90.9,0,1
60,1,5,120.5,1,1
120,1,3,89.25,1,1
37,0,3,88.0,0,1
13,0,1,127.0,1,1
84,1,3,99.0,0,1
13,2,5,74.8,3,1
134,2,1,79.2,0,1
54,1,2,123.3,0,1
16,2,8,75.99,0,1
7,0,1,62.4,0,1
109,2,5,229.0,1,1
209,2,5,163.0,0,1
40,1,2,128.1,0,1
52,2,1,116.1,0,1
194,1,3,102.85,0,1
284,0,3,140.25,0,1
94,2,5,56.83,2,1
179,2,2,113.4,0,1
56,1,4,127.6,0,1
284,2,1,104.4,0,1
191,1,1,139.5,0,1
160,0,3,137.7,0,1
87,1,2,85.5,1,1
69,2,2,102.25,0,1
46,1,2,142.2,0,1
61,1,1,99.9,0,1
106,0,1,94.5,0,1
311,2,5,151.14,2,1
101,1,1,105.3,1,1
12,1,0,90.0,2,1
261,1,2,72.0,2,1
22,4,10,126.04,1,1
293,0,5,72.0,1,1
23,2,2,98.0,0,1
320,2,5,74.25,1,1
200,1,5,166.0,1,1
22,0,3,113.67,1,1
88,0,1,204.3,0,1
82,1,2,126.0,0,1
30,0,2,135.0,0,1
234,2,5,88.0,0,1
208,1,0,83.85,0,1
51,0,3,109.8,2,1
236,2,3,123.6,1,1
242,2,5,81.0,1,1
262,1,3,104.55,0,1
263,2,4,100.3,0,1
